,index,Category,Message
2691,2830,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
2692,2832,ham,Thanx 4 sending me home...
2693,2833,ham,Its normally hot mail. Com you see!
2694,2834,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
2695,2835,ham,U sick still can go shopping?
2696,2836,ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
2697,2837,ham,Nice.nice.how is it working?
2698,2838,ham,1's reach home call me.
2699,2839,ham,Were trying to find a Chinese food place around here
2700,2840,ham,"Easy mate, * guess the quick drink was bit ambitious."
2701,2841,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
2702,2842,ham,Ok thanx...
2703,2844,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
2704,2845,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
2705,2846,ham,Will be out of class in a few hours. Sorry
2706,2847,ham,Wat time u finish ur lect today?
2707,2848,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
2708,2850,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
2709,2851,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
2710,2852,ham,Are you going to wipro interview today?
2711,2853,ham,how tall are you princess?
2712,2854,ham,I doubt you could handle 5 times per night in any case...
2713,2855,ham,Haha... Hope ü can hear the receipt sound... Gd luck!
2714,2856,ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
2715,2857,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
2716,2858,ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?
2717,2859,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
2718,2861,ham,I want to be there so i can kiss you and feel you next to me
2719,2862,ham,I am not at all happy with what you saying or doing
2720,2863,spam,Adult 18 Content Your video will be with you shortly
2721,2864,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
2722,2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
2723,2867,ham,Smith waste da.i wanna gayle.
2724,2868,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
2725,2869,ham,"Aight, tomorrow around  &lt;#&gt;  it is"
2726,2871,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
2727,2872,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
2728,2873,ham,See you there!
2729,2874,ham,I dont understand your message.
2730,2875,ham,Crucify is c not s. You should have told me earlier.
2731,2876,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2732,2877,ham,Fuck cedar key and fuck her (come over anyway tho)
2733,2878,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2734,2879,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
2735,2880,ham,U still painting ur wall?
2736,2882,ham,Printer is cool. I mean groovy. Wine is groovying
2737,2883,ham,Hi Harish's rent has been transfred to ur Acnt.
2738,2884,ham,Anything lor is she coming?
2739,2885,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
2740,2886,ham,Ü still attending da talks?
2741,2887,ham,No probs hon! How u doinat the mo?
2742,2888,ham,K I'll take care of it
2743,2889,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
2744,2890,ham,My battery is low babe
2745,2891,ham,Shuhui has bought ron's present it's a swatch watch...
2746,2892,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
2747,2893,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
2748,2894,ham,K I'll be sure to get up before noon and see what's what
2749,2895,ham,K...k...yesterday i was in cbe .
2750,2896,ham,Went to ganesh dress shop
2751,2897,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
2752,2898,ham,Ü collecting ur laptop then going to configure da settings izzit?
2753,2900,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
2754,2901,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
2755,2902,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2756,2903,ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
2757,2904,ham,Tell me pa. How is pain de.
2758,2905,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2759,2906,ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
2760,2907,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
2761,2908,ham,ALRITE
2762,2909,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
2763,2910,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
2764,2911,ham,How do you guys go to see movies on your side.
2765,2913,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
2766,2914,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
2767,2915,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
2768,2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
2769,2917,ham,What time should I tell my friend to be around?
2770,2918,ham,Yes. that will be fine. Love you. Be safe.
2771,2919,ham,Thanks chikku..:-) gud nyt:-*
2772,2920,ham,Is xy in ur car when u picking me up?
2773,2921,ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
2774,2922,ham,"Yo, any way we could pick something up tonight?"
2775,2923,ham,I've not sent it. He can send me.
2776,2924,ham,Fine am simply sitting.
2777,2925,ham,Thts god's gift for birds as humans hav some natural gift frm god..
2778,2926,ham,Are you coming to day for class.
2779,2927,ham,Im done. Just studyn in library
2780,2928,ham,Ok... U enjoy ur shows...
2781,2929,ham,Anything...
2782,2930,ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
2783,2931,ham,Wat's my dear doing? Sleeping ah?
2784,2932,ham,Hi' Test on  &lt;#&gt; rd ....
2785,2933,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2786,2934,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
2787,2935,ham,Yup n her fren lor. I'm meeting my fren at 730.
2788,2936,ham,"Yeah, we got one lined up for us"
2789,2937,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
2790,2938,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
2791,2939,ham,Hey i've booked the pilates and yoga lesson already... Haha
2792,2940,ham,Are you ok. What happen to behave like this
2793,2941,spam,You have 1 new message. Please call 08712400200.
2794,2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
2795,2943,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
2796,2945,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
2797,2946,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
2798,2947,ham,make that 3! 4 fucks sake?! x
2799,2948,ham,Leave it. U will always be ignorant.
2800,2949,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
2801,2950,ham,at bruce b downs &amp; fletcher now
2802,2951,ham,Where are you ? You said you would be here when I woke ... :-(
2803,2952,ham,Hey now am free you can call me.
2804,2953,ham,Tell me whos this pls:-)
2805,2954,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
2806,2955,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
2807,2956,ham,Id have to check but there's only like 1 bowls worth left
2808,2957,ham,Yes there were many sweets
2809,2958,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
2810,2960,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
2811,2961,ham,Sir send to group mail check it.
2812,2962,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
2813,2963,ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
2814,2964,ham,You dont know you jabo me abi.
2815,2965,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
2816,2966,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
2817,2967,ham,"Are you being good, baby? :)"
2818,2969,ham,"Mostly sports type..lyk footbl,crckt.."
2819,2970,ham,Ma head dey swell oh. Thanks for making my day
2820,2971,ham,U should make a fb list
2821,2973,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
2822,2974,ham,Happy New Year Princess!
2823,2975,ham,"I'll text carlos and let you know, hang on"
2824,2976,ham,"Don't worry, * is easy once have ingredients!"
2825,2977,ham,I love u 2 my little pocy bell I am sorry but I love u
2826,2978,ham,"Ok omw now, you at castor?"
2827,2979,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
2828,2980,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
2829,2981,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
2830,2983,ham,"Tonight? Yeah, I'd be down for that"
2831,2984,ham,What should i eat fo lunch senor
2832,2985,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
